Тип транспорта,Номер маршрута,Конечные остановки,id остановки,Название остановки,Долгота,Широта
Маршрутка,10с,Посёлок Верхнезареченский — Железнодорожная больница,stop__9915897,Продовольственный магазин, 48.814825,44.568169
Автобус,61,Верхнезареченское кладбище — Площадь Дзержинского,stop__9915897,Продовольственный магазин, 48.814825,44.568169
Автобус,61,Школа № 3 — Верхнезареченское кладбище,stop__9915898,Продовольственный магазин, 48.814928,44.568201
Маршрутка,10с,Железнодорожная больница — Посёлок Верхнезареченский,stop__9915898,Продовольственный магазин, 48.814928,44.568201
Автобус,61а,Школа № 3 — Улица Сенявина,stop__9915899,Улица Сенявина, 48.806034,44.563271
Автобус,61а,Школа № 3 — Улица Сенявина,stop__9915900,Улица Дружбы Народов, 48.807698,44.565883
Автобус,61а,Улица Сенявина — Площадь Дзержинского,stop__9915901,Поликлиника, 48.807436,44.570244
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9916164,Автомагазин, 48.782440,44.560917
Автобус,8а,Площадь Германа Титова — Вишнёвая балка,stop__9916164,Автомагазин, 48.782440,44.560917
Маршрутка,53,Дворец спорта — Вишнёвая балка,stop__9916164,Автомагазин, 48.782440,44.560917
Маршрутка,1c,Вишнёвая балка — Пионерский лагерь,stop__9916165,Улица Хользунова, 48.785275,44.555996
Автобус,8а,Вишнёвая балка — Площадь Титова,stop__9916165,Улица Хользунова, 48.785275,44.555996
Маршрутка,53,Вишнёвая балка — Дворец спорта,stop__9916165,Улица Хользунова, 48.785275,44.555996
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9916166,Улица Хользунова, 48.785179,44.556394
Автобус,8а,Площадь Германа Титова — Вишнёвая балка,stop__9916166,Улица Хользунова, 48.785179,44.556394
Маршрутка,53,Дворец спорта — Вишнёвая балка,stop__9916166,Улица Хользунова, 48.785179,44.556394
Маршрутка,1c,Вишнёвая балка — Пионерский лагерь,stop__9916167,Детский сад, 48.783996,44.55789
Автобус,8а,Вишнёвая балка — Площадь Титова,stop__9916167,Детский сад, 48.783996,44.55789
Маршрутка,53,Вишнёвая балка — Дворец спорта,stop__9916167,Детский сад, 48.783996,44.55789
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9916168,Детский сад, 48.784042,44.558206
Автобус,8а,Площадь Германа Титова — Вишнёвая балка,stop__9916168,Детский сад, 48.784042,44.558206
Маршрутка,53,Дворец спорта — Вишнёвая балка,stop__9916168,Детский сад, 48.784042,44.558206
Маршрутка,1c,Вишнёвая балка — Пионерский лагерь,stop__9916169,Нижнеамурская улица, 48.787144,44.551925
Автобус,8а,Вишнёвая балка — Площадь Титова,stop__9916169,Нижнеамурская улица, 48.787144,44.551925
Маршрутка,53,Вишнёвая балка — Дворец спорта,stop__9916169,Нижнеамурская улица, 48.787144,44.551925
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9916170,Нижнеамурская улица, 48.787250,44.551817
Автобус,8а,Площадь Германа Титова — Вишнёвая балка,stop__9916170,Нижнеамурская улица, 48.787250,44.551817
Маршрутка,53,Дворец спорта — Вишнёвая балка,stop__9916170,Нижнеамурская улица, 48.787250,44.551817
Маршрутка,1c,Вишнёвая балка — Пионерский лагерь,stop__9916171,Школа № 72, 48.787115,44.546383
Автобус,8а,Вишнёвая балка — Площадь Титова,stop__9916171,Школа № 72, 48.787115,44.546383
Маршрутка,53,Вишнёвая балка — Дворец спорта,stop__9916171,Школа № 72, 48.787115,44.546383
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9916172,Школа № 72, 48.787197,44.546244
Автобус,8а,Площадь Германа Титова — Вишнёвая балка,stop__9916172,Школа № 72, 48.787197,44.546244
Маршрутка,53,Дворец спорта — Вишнёвая балка,stop__9916172,Школа № 72, 48.787197,44.546244
Маршрутка,1c,Вишнёвая балка — Пионерский лагерь,stop__9916173,Долинная улица, 48.787853,44.540777
Автобус,8а,Вишнёвая балка — Площадь Титова,stop__9916173,Долинная улица, 48.787853,44.540777
Маршрутка,53,Вишнёвая балка — Дворец спорта,stop__9916173,Долинная улица, 48.787853,44.540777
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9916174,Долинная улица, 48.788104,44.5406
Автобус,8а,Площадь Германа Титова — Вишнёвая балка,stop__9916174,Долинная улица, 48.788104,44.5406
Маршрутка,53,Дворец спорта — Вишнёвая балка,stop__9916174,Долинная улица, 48.788104,44.5406
Маршрутка,1c,Вишнёвая балка — Пионерский лагерь,stop__9916175,База, 48.790437,44.536474
Автобус,8а,Вишнёвая балка — Площадь Титова,stop__9916175,База, 48.790437,44.536474
Маршрутка,53,Вишнёвая балка — Дворец спорта,stop__9916175,База, 48.790437,44.536474
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9916176,База, 48.790685,44.536732
Автобус,8а,Площадь Германа Титова — Вишнёвая балка,stop__9916176,База, 48.790685,44.536732
Маршрутка,53,Дворец спорта — Вишнёвая балка,stop__9916176,База, 48.790685,44.536732
Маршрутка,1c,Вишнёвая балка — Пионерский лагерь,stop__9916177,Вишнёвая балка, 48.795108,44.531583
Автобус,8а,Площадь Германа Титова — Вишнёвая балка,stop__9916177,Вишнёвая балка, 48.795108,44.531583
Маршрутка,53,Вишнёвая балка — Дворец спорта,stop__9916177,Вишнёвая балка, 48.795108,44.531583
Автобус,8а,Площадь Германа Титова — Вишнёвая балка,stop__9916178,Улица Таращанцев, 48.780969,44.569556
Автобус,8а,Вишнёвая балка — Площадь Титова,stop__9916179,Улица Таращанцев, 48.780227,44.570244
Маршрутка,1,Городище – ОМОН — ТЦ Ашан,stop__9916253,Городище – ОМОН, 48.805085,44.501727
Маршрутка,1,Городище – ОМОН — ТЦ Ашан,stop__9916257,Промышленная улица, 48.805012,44.482944
Маршрутка,125,Новый Рогачик – Парикмахерская — Городище – Храм,stop__9916257,Промышленная улица, 48.805012,44.482944
Маршрутка,149,Городище – Администрация — Спартановка,stop__9916257,Промышленная улица, 48.805012,44.482944
Маршрутка,110,Городище – Администрация — Улица Тулака,stop__9916258,Городище – Храм, 48.805225,44.476352
Автобус,112,Грачи — Центральный автовокзал Волгограда,stop__9916258,Городище – Храм, 48.805225,44.476352
Автобус,113,Варламовский — Центральный автовокзал Волгограда,stop__9916258,Городище – Храм, 48.805225,44.476352
Маршрутка,114,Самофаловка — Центральный автовокзал Волгограда,stop__9916258,Городище – Храм, 48.805225,44.476352
Автобус,119,Кузьмичи — Центральный автовокзал Волгограда,stop__9916258,Городище – Храм, 48.805225,44.476352
Маршрутка,125,Городище – Храм — Новый Рогачик – Парикмахерская,stop__9916258,Городище – Храм, 48.805225,44.476352
Маршрутка,149,Городище – Администрация — Спартановка,stop__9916258,Городище – Храм, 48.805225,44.476352
Маршрутка,1,Городище – ОМОН — ТЦ Ашан,stop__9916259,Храм, 48.804917,44.477248
Маршрутка,7к,Олимпия — Роддом № 1,stop__9916458,Роддом № 1, 48.804631,44.590576
Автобус,43,Площадь Возрождения — Алюминиевый завод,stop__9916484,Улица Пельше, 48.783353,44.574084
Автобус,43,Алюминиевый завод — Площадь Возрождения,stop__9916485,Улица Пельше, 48.783214,44.573672
Автобус,43,Площадь Возрождения — Алюминиевый завод,stop__9916486,Стадион Зенит, 48.787364,44.579993
Автобус,43,Алюминиевый завод — Площадь Возрождения,stop__9916487,Стадион Зенит, 48.787347,44.579782
Маршрутка,15с,Улица Титова — Хлебозавод № 3,stop__9916522,Улица Титова, 48.786734,44.559825
Маршрутка,114,ВгТЗ — Площадь Ленина,stop__9916654,ВгТЗ, 48.800619,44.602709
Автобус,132,Дачи ДОК — ВгТЗ,stop__9916654,ВгТЗ, 48.800619,44.602709
Автобус,61,Верхнезареченское кладбище — Площадь Дзержинского,stop__9917023,Райвоенкомат, 48.805967,44.591315
Маршрутка,10с,Посёлок Верхнезареченский — Железнодорожная больница,stop__9917023,Райвоенкомат, 48.805967,44.591315
Маршрутка,36,Роддом № 1 — Кардиоцентр,stop__9917023,Райвоенкомат, 48.805967,44.591315
Автобус,61а,Улица Сенявина — Площадь Дзержинского,stop__9917023,Райвоенкомат, 48.805967,44.591315
Автобус,61а,Школа № 3 — Улица Сенявина,stop__9917024,Райвоенкомат, 48.806059,44.590527
Маршрутка,10с,Железнодорожная больница — Посёлок Верхнезареченский,stop__9917024,Райвоенкомат, 48.806059,44.590527
Автобус,61,Школа № 3 — Верхнезареченское кладбище,stop__9917024,Райвоенкомат, 48.806059,44.590527
Автобус,61а,Школа № 3 — Улица Сенявина,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Автобус,43,Площадь Возрождения — Алюминиевый завод,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Автобус,68,Инструментальный завод — Посёлок Водстрой,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Маршрутка,13,Молочный завод № 3 — Посёлок Водстрой,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Автобус,61,Школа № 3 — Верхнезареченское кладбище,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Маршрутка,87,Улица Гидростроителей — Алюминиевый завод,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Автобус,105,Школа № 3 — Посёлок Орловка,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Автобус,113э,Рынок ВгТЗ — Каменный,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Маршрутка,124б,Рынок ВгТЗ — Автостанция Дубовка,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Маршрутка,150,Рынок ВгТЗ — Каменный,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Маршрутка,197,Рынок ВгТЗ — Пичуга,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Маршрутка,198,Рынок ВгТЗ — Мост,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Маршрутка,624,Центральный автовокзал Волгограда — Петров Вал,stop__9917025,ДК ВГАЗ, 48.802304,44.59606
Маршрутка,7к,Олимпия — Роддом № 1,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Маршрутка,13,Посёлок Водстрой — Молочный завод № 3,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Маршрутка,36,Роддом № 1 — Кардиоцентр,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Автобус,43,Алюминиевый завод — Площадь Возрождения,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Маршрутка,100,Автостанция Дубовка — Центральный автовокзал Волгограда,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Маршрутка,101э,Мост — Рынок ВгТЗ,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Автобус,113э,Каменный — Рынок ВгТЗ,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Маршрутка,124б,Рынок ВгТЗ — Автостанция Дубовка,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Маршрутка,150,Рынок ВгТЗ — Каменный,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Маршрутка,197,Рынок ВгТЗ — Пичуга,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Маршрутка,198,Мост — Рынок ВгТЗ,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Маршрутка,624,Петров Вал — Центральный автовокзал Волгограда,stop__9917093,Рынок ВгТЗ, 48.800485,44.595705
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9917112,Роддом № 1, 48.803828,44.589633
Маршрутка,110,Городище – Администрация — Улица Тулака,stop__9917140,Городище – Администрация, 48.809522,44.475783
Автобус,25,ТРЦ Акварель — Улица Мясникова,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Автобус,68,Посёлок Водстрой — Инструментальный завод,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Автобус,20,Аллея Героев — Нижний посёлок ВГТЗ,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Троллейбус,9,Площадь Куйбышева — Спартановка / Улица Грамши,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,3c,Пионерский лагерь — Гипермаркет Магнит,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,8а,Улица Репина — Улица Мясникова,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,10с,Железнодорожная больница — Посёлок Верхнезареченский,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Троллейбус,12 (до вокзала),Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,14,Аграрный университет — Школа № 88,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Автобус,21,Железнодорожный вокзал Волгоград-1 — Инструментальный завод,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,40,Кинотеатр Юбилейный — Спартановка / Улица Грамши,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,46с,Жилгородок — 28-й километр,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,57,Кузнецкая улица — Нижний посёлок ВгТЗ,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Автобус,59,Технологический колледж — Спартановка / Улица Грамши,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,59з,Улица Землячки — Спартановка / Улица Грамши,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,67к,Площадь Возрождения — Больница № 6,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,70,Поликлиника № 30 — Спартановка / Улица Грамши,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,87,Алюминиевый завод — Улица Гидростроителей,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,101э,Рынок ВгТЗ — Мост,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,114,ВгТЗ — Площадь Ленина,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Автобус,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Автобус,132,ВгТЗ — Дачи ДОК,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,149,Городище – Администрация — Спартановка,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,159,Улица Землячки — Площадь Ленина,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Автобус,Вокзал – Спартановка,Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9996320,Площадь Дзержинского, 48.803186,44.605627
Остановка общественного транспорта,Нет информации,Нет информации,Больница Ильича,Больница Ильича, 48.783855,44.575202
Остановка общественного транспорта,Нет информации,Нет информации,ВГТЗ,ВГТЗ, 48.797946,44.602606
Остановка общественного транспорта,Нет информации,Нет информации,Завод Баррикады,Завод Баррикады, 48.777177,44.575783
Супермаркет,Нет информации,Нет информации,Магнит,Магнит, 48.784720,44.565568
Остановка общественного транспорта,Нет информации,Нет информации,Октябрьская улица,Октябрьская улица, 48.812176,44.495291
Остановка общественного транспорта,Нет информации,Нет информации,По требованию,По требованию, 48.791832,44.520544
Железнодорожная станция,Нет информации,Нет информации,Станция Тракторная-пассажирская,Станция Тракторная-пассажирская, 48.796856,44.602582
Остановка общественного транспорта,Нет информации,Нет информации,Улица Хользунова,Улица Хользунова, 48.782039,44.560971
Маршрутка,94,ДК Судоверфь — Магазин На троих,1543190265,Гипермаркет Магнит, 48.514044,44.526913
Маршрутка,94,Магазин На троих — ДК Судоверфь,1543190268,Гипермаркет Магнит, 48.514101,44.526736
Маршрутка,5с,Магазин Радеж — Красноармейский мясокомбинат,1543190284,Музыкальная школа, 48.508016,44.524215
Маршрутка,34,Дачи Нефтяник — Кладбище Красноармейского района,1543190284,Музыкальная школа, 48.508016,44.524215
Маршрутка,43б,Улица Танеева — Верхняя судоверфь,1543190284,Музыкальная школа, 48.508016,44.524215
Маршрутка,5с,Красноармейский мясокомбинат — Магазин Радеж,1543190321,Химчистка, 48.509256,44.520866
Маршрутка,34,Кладбище Красноармейского района — Дачи Нефтяник,1543190321,Химчистка, 48.509256,44.520866
Маршрутка,43б,Верхняя судоверфь — Улица Танеева,1543190321,Химчистка, 48.509256,44.520866
Маршрутка,29с,Улица Танеева — ТРЦ Акварель,1543191074,7-я площадка, 48.554990,44.445823
Маршрутка,5с,Красноармейский мясокомбинат — Магазин Радеж,1733835091,Музыкальная школа, 48.508047,44.524428
Маршрутка,34,Кладбище Красноармейского района — Дачи Нефтяник,1733835091,Музыкальная школа, 48.508047,44.524428
Маршрутка,43б,Верхняя судоверфь — Улица Танеева,1733835091,Музыкальная школа, 48.508047,44.524428
Маршрутка,5с,Магазин Радеж — Красноармейский мясокомбинат,1733835321,Химчистка, 48.509128,44.520877
Маршрутка,34,Дачи Нефтяник — Кладбище Красноармейского района,1733835321,Химчистка, 48.509128,44.520877
Маршрутка,43б,Улица Танеева — Верхняя судоверфь,1733835321,Химчистка, 48.509128,44.520877
Маршрутка,3c,Гипермаркет Магнит — Пионерский лагерь,1842033151,Нижнетагильская улица, 48.595114,44.400487
Маршрутка,34,Дачи Нефтяник — Кладбище Красноармейского района,2233176631,Верхняя судоверфь, 48.509266,44.525954
Маршрутка,34,Кладбище Красноармейского района — Дачи Нефтяник,2237360001,Платформа 28-й километр, 48.508307,44.529707
Маршрутка,34,Кладбище Красноармейского района — Дачи Нефтяник,2237360321,Верхняя Судоверфь, 48.509343,44.525926
Маршрутка,34,Дачи Нефтяник — Кладбище Красноармейского района,2237360601,Платформа 28-й километр, 48.508240,44.529562
Маршрутка,15а,Родниковая долина — Кинотеатр Юбилейный,2246758035,ЖСК Импульс, 48.545237,44.454073
Маршрутка,29с,ТРЦ Акварель — Улица Танеева,2246758035,ЖСК Импульс, 48.545237,44.454073
Маршрутка,40,Спартановка / Улица Грамши — Кинотеатр Юбилейный,2246758035,ЖСК Импульс, 48.545237,44.454073
Маршрутка,70а,Оптовый рынок — Площадь Столетова,2246758035,ЖСК Импульс, 48.545237,44.454073
Маршрутка,90а,Улица Хиросимы — Кинотеатр Юбилейный,2246758035,ЖСК Импульс, 48.545237,44.454073
Маршрутка,15а,Кинотеатр Юбилейный — Родниковая долина,2246758175,ЖСК Импульс, 48.545495,44.454333
Маршрутка,29с,Улица Танеева — ТРЦ Акварель,2246758175,ЖСК Импульс, 48.545495,44.454333
Маршрутка,40,Кинотеатр Юбилейный — Спартановка / Улица Грамши,2246758175,ЖСК Импульс, 48.545495,44.454333
Маршрутка,70а,Площадь Столетова — Оптовый рынок,2246758175,ЖСК Импульс, 48.545495,44.454333
Маршрутка,90а,Кинотеатр Юбилейный — Улица Хиросимы,2246758175,ЖСК Импульс, 48.545495,44.454333
Маршрутка,16а,Посёлок Татьянка-1 — ГСК № 15,2278956925,Дома речников, 48.529020,44.478908
Маршрутка,79,Посёлок Мачтозавод — Дома речников,2278956925,Дома речников, 48.529020,44.478908
Маршрутка,34,Кладбище Красноармейского района — Дачи Нефтяник,3246284507,Тушинская улица, 48.512211,44.518083
Маршрутка,43б,Верхняя судоверфь — Улица Танеева,3246284507,Тушинская улица, 48.512211,44.518083
Маршрутка,34,Дачи Нефтяник — Кладбище Красноармейского района,3246284547,Тушинская улица, 48.512175,44.517742
Маршрутка,43б,Улица Танеева — Верхняя судоверфь,3246284547,Тушинская улица, 48.512175,44.517742
Маршрутка,94,Магазин На троих — ДК Судоверфь,3257761607,Пролетарская улица, 48.515048,44.534138
Маршрутка,29с,Улица Танеева — ТРЦ Акварель,3344656495,Кировская ярмарка, 48.598266,44.427451
Маршрутка,58,Капустная балка — Больница № 7,3344656495,Кировская ярмарка, 48.598266,44.427451
Маршрутка,63,Химзавод — МСЧ-40,3344656495,Кировская ярмарка, 48.598266,44.427451
Маршрутка,29с,ТРЦ Акварель — Улица Танеева,3344667655,Кировская ярмарка, 48.599899,44.427237
Маршрутка,58,Больница № 7 — Капустная балка,3344667655,Кировская ярмарка, 48.599899,44.427237
Маршрутка,63,МСЧ-40 — Химзавод,3344667655,Кировская ярмарка, 48.599899,44.427237
Маршрутка,69,Школа № 117 — Нижняя Сарепта,stop__10004963,Кожвендиспансер, 48.517655,44.517844
Маршрутка,69,Школа № 117 — Нижняя Сарепта,stop__10004964,Железнодорожный техникум, 48.522748,44.508154
Маршрутка,69,Нижняя Сарепта — Школа № 117,stop__10004965,Железнодорожный техникум, 48.522927,44.507458
Маршрутка,8с,Авиагородок — ТРК Комсомолл,stop__10004966,Химгородок, 48.568957,44.432082
Маршрутка,29с,Улица Танеева — ТРЦ Акварель,stop__10005816,ВолгоградЭнергоСервис, 48.568032,44.445758
Маршрутка,63,Химзавод — МСЧ-40,stop__10005816,ВолгоградЭнергоСервис, 48.568032,44.445758
Маршрутка,29с,ТРЦ Акварель — Улица Танеева,stop__10005817,ВолгоградЭнергоСервис, 48.567679,44.44587
Маршрутка,63,МСЧ-40 — Химзавод,stop__10005817,ВолгоградЭнергоСервис, 48.567679,44.44587
Маршрутка,6а,ТРЦ Акварель — Авиагородок,stop__10005818,Шаблиевская улица, 48.567667,44.424939
Маршрутка,8с,ТРК Комсомолл — Авиагородок,stop__10005818,Шаблиевская улица, 48.567667,44.424939
Маршрутка,6а,Авиагородок — ТРЦ Акварель,stop__10005819,Шаблиевская улица, 48.567551,44.425003
Маршрутка,8с,Авиагородок — ТРК Комсомолл,stop__10005819,Шаблиевская улица, 48.567551,44.425003
Маршрутка,58,Больница № 7 — Капустная балка,stop__10180000,Тополёвая улица, 48.582164,44.421944
Маршрутка,58,Капустная балка — Больница № 7,stop__10180001,Астровая улица, 48.581208,44.418477
Маршрутка,58,Больница № 7 — Капустная балка,stop__10180002,Астровая улица, 48.581155,44.418268
Маршрутка,58,Капустная балка — Больница № 7,stop__10180003,Ясеневая улица, 48.581656,44.414845
Маршрутка,58,Больница № 7 — Капустная балка,stop__10180004,Ясеневая улица, 48.581665,44.414962
58,Капустная балка — Больница № 7,stop__10180005,Забайкальская улица,41, 48.582458,44.412625
58,Больница № 7 — Капустная балка,stop__10180006,Забайкальская улица,41, 48.582475,44.41251
Маршрутка,58,Больница № 7 — Капустная балка,stop__10180007,Забайкальская улица, 48.579703,44.409085
Маршрутка,58,Капустная балка — Больница № 7,stop__10180008,Забайкальская улица, 48.579864,44.409424
Маршрутка,58,Больница № 7 — Капустная балка,stop__10180009,Улица Войкова, 48.577267,44.407463
Маршрутка,58,Капустная балка — Больница № 7,stop__10180010,Улица Войкова, 48.577376,44.407768
Трамвай,11,АО Каустик — Судоверфь,stop__10204578,Судоверфь, 48.515915,44.535566
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__10210822,ВолгоГРЭС, 48.570260,44.44405
Маршрутка,29с,Улица Танеева — ТРЦ Акварель,stop__10211202,ТЦ Космос, 48.604952,44.428286
Маршрутка,58,Капустная балка — Больница № 7,stop__10211202,ТЦ Космос, 48.604952,44.428286
Маршрутка,63,Химзавод — МСЧ-40,stop__10211202,ТЦ Космос, 48.604952,44.428286
Маршрутка,29с,ТРЦ Акварель — Улица Танеева,stop__10211203,ТЦ Космос, 48.604867,44.427654
Маршрутка,58,Больница № 7 — Капустная балка,stop__10211203,ТЦ Космос, 48.604867,44.427654
Маршрутка,63,МСЧ-40 — Химзавод,stop__10211203,ТЦ Космос, 48.604867,44.427654
Автобус,95,Инструментальный завод — ВолгоГРЭС,stop__10212190,Детский комбинат, 48.575488,44.437474
Маршрутка,15с,Улица Титова — Хлебозавод № 3,stop__10212190,Детский комбинат, 48.575488,44.437474
Маршрутка,29с,ТРЦ Акварель — Улица Танеева,stop__10212190,Детский комбинат, 48.575488,44.437474
Маршрутка,63,МСЧ-40 — Химзавод,stop__10212190,Детский комбинат, 48.575488,44.437474
Маршрутка,15с,Хлебозавод № 3 — Улица Титова,stop__10212191,Детский комбинат, 48.575249,44.437897
Маршрутка,29с,Улица Танеева — ТРЦ Акварель,stop__10212191,Детский комбинат, 48.575249,44.437897
Маршрутка,63,Химзавод — МСЧ-40,stop__10212191,Детский комбинат, 48.575249,44.437897
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__10212191,Детский комбинат, 48.575249,44.437897
Трамвай,11,Судоверфь — АО Каустик,stop__9915564,Проспект Героев Сталинграда, 48.514091,44.546801
Трамвай,11,АО Каустик — Судоверфь,stop__9915565,Проспект Героев Сталинграда, 48.514246,44.547128
Трамвай,11,Судоверфь — АО Каустик,stop__9915566,Бульвар Энгельса, 48.514160,44.542052
Трамвай,11,АО Каустик — Судоверфь,stop__9915567,Бульвар Энгельса, 48.514239,44.541998
Трамвай,11,Судоверфь — АО Каустик,stop__9915568,Судоверфь, 48.515880,44.535123
Маршрутка,43б,Верхняя судоверфь — Улица Танеева,stop__9915762,Гостиница Волго-Дон, 48.521809,44.555241
Автобус,6а,АО Каустик — Депо № 3,stop__9915763,Гостиница Волго-Дон, 48.521969,44.554984
Маршрутка,43б,Улица Танеева — Верхняя судоверфь,stop__9915763,Гостиница Волго-Дон, 48.521969,44.554984
Автобус,95,Инструментальный завод — ВолгоГРЭС,stop__9915846,Тополёвая улица, 48.582244,44.423199
Маршрутка,8с,ТРК Комсомолл — Авиагородок,stop__9915846,Тополёвая улица, 48.582244,44.423199
Маршрутка,15с,Улица Титова — Хлебозавод № 3,stop__9915846,Тополёвая улица, 48.582244,44.423199
Автобус,55,Клуб Строитель — Родниковая долина,stop__9915847,Тополёвая улица, 48.582846,44.422606
Автобус,2,Кинотеатр Юбилейный — Площадь Ленина,stop__9915847,Тополёвая улица, 48.582846,44.422606
Маршрутка,6а,Авиагородок — ТРЦ Акварель,stop__9915847,Тополёвая улица, 48.582846,44.422606
Маршрутка,8с,Авиагородок — ТРК Комсомолл,stop__9915847,Тополёвая улица, 48.582846,44.422606
Маршрутка,15а,Кинотеатр Юбилейный — Родниковая долина,stop__9915847,Тополёвая улица, 48.582846,44.422606
Маршрутка,15с,Хлебозавод № 3 — Улица Титова,stop__9915847,Тополёвая улица, 48.582846,44.422606
Маршрутка,40,Кинотеатр Юбилейный — Спартановка / Улица Грамши,stop__9915847,Тополёвая улица, 48.582846,44.422606
Маршрутка,58,Капустная балка — Больница № 7,stop__9915847,Тополёвая улица, 48.582846,44.422606
Маршрутка,70а,Площадь Столетова — Оптовый рынок,stop__9915847,Тополёвая улица, 48.582846,44.422606
Автобус,77,Кинотеатр Юбилейный — ТРК Комсомолл,stop__9915847,Тополёвая улица, 48.582846,44.422606
Маршрутка,90а,Кинотеатр Юбилейный — Улица Хиросимы,stop__9915847,Тополёвая улица, 48.582846,44.422606
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9915847,Тополёвая улица, 48.582846,44.422606
Автобус,55,Клуб Строитель — Родниковая долина,stop__9915848,Больница № 9, 48.589250,44.421185
Автобус,2,Кинотеатр Юбилейный — Площадь Ленина,stop__9915848,Больница № 9, 48.589250,44.421185
Маршрутка,6а,Авиагородок — ТРЦ Акварель,stop__9915848,Больница № 9, 48.589250,44.421185
